"","ID","survey","subam","subam_type","isolation","treatments","Anax","Berosus","Bidessonotus","Buenoa","Caenis","Callibaetis","Ceratopogonidae","Chaoborus","Chironominae","Copelatus","Culex","Curicta","Derovatellus","Elachistocleis.sp.","Erythrodiplax","Heterelmis","Hydrocanthus","Hypodessus","Laccophilus","Limnocoris","Liodessus","Microvelia","Notonecta","Orthemis","Oxyagrion","Pantala","Pelocoris","Physalaemos.nattereri","Progomphus","Rhantus","Scinax.sp.","Sigara","Tanypodinae","Thermonectus","Tholymis","Tropisternus"
"A0411","A04","3","2","center","30","control",0,1,0,0,1,0,0,0,27,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0
"A0511","A05","3","2","center","30","pasture",0,1,0,0,4,1,0,1,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,3,0,6,0,1,0
"A0611","A06","3","2","center","30","sugar_cane",0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,21,0,0,0,0,0
"A0711","A07","3","2","center","30","control",0,1,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,1,0,0,0
"A0811","A08","3","2","center","30","pasture",0,2,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,13,0,5,0,0,0
"A0911","A09","3","2","center","30","sugar_cane",0,0,0,0,0,0,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,38,0,0,0,0,0,0,0,0
"A1011","A10","3","2","center","30","control",0,3,0,0,0,1,0,0,9,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,22,0,29,0,0,26,0,4,0,0,0
"A1111","A11","3","2","center","30","pasture",0,0,0,0,0,1,0,1,47,0,32,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,8,0,0,0
"A1211","A12","3","2","center","30","sugar_cane",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4,0,0,0,0,0
"A1311","A13","3","2","center","30","control",0,6,0,0,1,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,8,0,0,0,0,3,0,2,0,0,0
"A1411","A14","3","2","center","30","pasture",0,2,0,1,2,0,0,1,55,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,5,0,0,0
"A1511","A15","3","2","center","30","sugar_cane",0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,78,0,1,0,0,0
"B0111","B01","3","2","center","120","control",0,0,0,1,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,4,0,0,0,0,0
"B0211","B02","3","2","center","120","pasture",0,5,0,0,2,0,0,4,23,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,10,0,6,0,0,0
"B0311","B03","3","2","center","120","sugar_cane",0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,0,0,4,0,2,0,0,0
"B0411","B04","3","2","center","120","control",0,2,0,2,4,3,0,0,22,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,10,0,4,0,0,0
"B0511","B05","3","2","center","120","pasture",0,2,0,0,5,7,0,0,59,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,5,0,2,0,0,20,0,1,0,0,0
"B0611","B06","3","2","center","120","sugar_cane",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,30,0,0,51,0,1,0,0,0
"B0711","B07","3","2","center","120","control",0,1,0,0,6,0,1,1,9,0,1,0,0,0,9,0,0,0,0,0,0,1,0,0,0,13,0,1,0,0,4,0,8,0,1,0
"B0811","B08","3","2","center","120","pasture",0,4,0,0,2,0,0,0,32,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,6,0,19,0,0,4,0,2,0,0,0
"B0911","B09","3","2","center","120","sugar_cane",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,7,0,0,0
"B1011","B10","3","2","center","120","control",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"B1111","B11","3","2","center","120","pasture",0,6,0,0,6,0,0,0,29,0,0,0,0,0,19,0,0,0,0,0,0,1,0,1,0,13,0,1,0,0,0,0,1,0,0,0
"B1211","B12","3","2","center","120","sugar_cane",0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,7,0,0,9,0,6,0,0,0
"B1311","B13","3","2","center","120","control",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
"B1411","B14","3","2","center","120","pasture",0,0,0,0,0,1,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,1,0,2,0,0,0
"B1511","B15","3","2","center","120","sugar_cane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35,0,0,0,0,0
"C0111","C01","3","2","center","480","control",0,0,0,0,1,0,0,1,109,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,2,0,0,12,0,0,0,0,0
"C0211","C02","3","2","center","480","pasture",0,2,0,1,1,0,0,3,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,2,0,0,3,0,3,0,0,0
"C0311","C03","3","2","center","480","sugar_cane",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0
"C0411","C04","3","2","center","480","control",0,0,0,0,4,0,0,0,27,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,9,0,1,0,0,0
"C0511","C05","3","2","center","480","pasture",0,0,0,0,1,0,0,3,34,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,0,2,0,0,0
"C0611","C06","3","2","center","480","sugar_cane",0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,23,0,0,0,0,0
"C0711","C07","3","2","center","480","control",0,0,0,0,1,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,26,0,0,14,0,1,0,0,0
"C0811","C08","3","2","center","480","pasture",0,2,0,0,0,0,0,4,42,0,4,0,0,0,1,0,0,0,0,0,0,25,0,5,0,9,0,10,0,0,8,0,5,0,0,0
"C0911","C09","3","2","center","480","sugar_cane",0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,69,0,3,0,0,0
"C1011","C10","3","2","center","480","control",0,9,0,0,13,0,0,3,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0
"C1111","C11","3","2","center","480","pasture",0,3,0,0,2,0,0,0,117,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,3,0,0,3,0,10,0,0,0
"C1211","C12","3","2","center","480","sugar_cane",0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,0,0,29,0,10,0,0,0
"C1311","C13","3","2","center","480","control",0,2,0,0,6,0,0,0,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,7,0,0,0
"C1411","C14","3","2","center","480","pasture",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,4,0,1,0,0,0
"C1511","C15","3","2","center","480","sugar_cane",0,0,0,0,0,0,0,1,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0
"A0121","A01","3","3","center","30","control",0,2,0,0,3,0,0,1,11,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0
"A0221","A02","3","3","center","30","pasture",0,0,0,0,0,1,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,5,0,4,0,0,0
"A0321","A03","3","3","center","30","sugar_cane",0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,11,0,5,0,0,0
"A0421","A04","3","3","center","30","control",0,1,0,1,0,1,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,2,0,9,0,0,0
"A0521","A05","3","3","center","30","pasture",0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,4,0,2,0,0,0
"A0621","A06","3","3","center","30","sugar_cane",0,0,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,22,0,0,28,0,0,0,0,0
"A0721","A07","3","3","center","30","control",0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,3,0,0,0
"A0821","A08","3","3","center","30","pasture",0,3,0,0,2,1,0,1,42,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,9,0,0,0,0,8,0,4,0,0,0
"A0921","A09","3","3","center","30","sugar_cane",0,0,0,1,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,46,0,0,0,0,5,0,0,0
"A1021","A10","3","3","center","30","control",0,0,0,3,2,1,0,1,12,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,19,0,7,0,0,12,0,4,0,0,0
"A1121","A11","3","3","center","30","pasture",0,0,0,0,0,0,0,3,27,0,11,0,0,0,3,1,0,0,0,0,0,15,0,0,0,11,0,0,0,0,0,0,21,0,0,0
"A1221","A12","3","3","center","30","sugar_cane",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,7,0,0,0,0,0
"A1321","A13","3","3","center","30","control",0,3,0,1,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,1,0,0,0
"A1421","A14","3","3","center","30","pasture",0,5,0,0,2,0,0,0,49,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,9,0,2,0,0,3,0,8,0,0,0
"A1521","A15","3","3","center","30","sugar_cane",0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,75,0,0,0,0,0
"B0121","B01","3","3","center","120","control",0,2,0,1,2,0,2,8,156,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,2,0,4,0,0,0
"B0221","B02","3","3","center","120","pasture",0,1,0,4,1,0,0,2,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,5,0,5,0,0,0
"B0321","B03","3","3","center","120","sugar_cane",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,4,0,0,19,0,0,0,0,0
"B0421","B04","3","3","center","120","control",0,3,0,0,4,10,0,0,33,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,2,0,12,0,0,1,0,3,0,0,0
"B0521","B05","3","3","center","120","pasture",0,6,0,0,2,5,0,1,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0
"B0621","B06","3","3","center","120","sugar_cane",0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,46,0,0,34,0,0,0,0,0
"B0721","B07","3","3","center","120","control",0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,2,0,0,6,0,3,0,0,0
"B0821","B08","3","3","center","120","pasture",0,1,0,0,2,0,0,2,37,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,11,0,5,0,0,5,0,5,0,0,0
"B0921","B09","3","3","center","120","sugar_cane",0,0,0,0,0,0,0,2,88,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,5,0,0,0
"B1021","B10","3","3","center","120","control",0,5,0,0,0,2,1,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0
"B1121","B11","3","3","center","120","pasture",0,3,0,0,0,0,0,0,31,0,1,0,0,0,15,0,0,0,0,0,0,2,0,3,0,9,0,0,0,0,0,0,2,0,0,0
"B1221","B12","3","3","center","120","sugar_cane",0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,5,0,0,12,0,2,0,0,0
"B1321","B13","3","3","center","120","control",0,0,0,1,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"B1421","B14","3","3","center","120","pasture",0,2,0,0,0,1,0,0,2,0,1,0,0,0,5,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,2,0,1,0,0,0
"B1521","B15","3","3","center","120","sugar_cane",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,1,0,0
"C0121","C01","3","3","center","480","control",0,0,0,0,0,0,3,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,1,0,0,0
"C0221","C02","3","3","center","480","pasture",0,2,0,0,0,1,0,2,260,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,10,0,0,0,0,8,0,0,0,1,0
"C0321","C03","3","3","center","480","sugar_cane",0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,21,0,0,0,0,3,0,2,0,0,0
"C0421","C04","3","3","center","480","control",0,6,0,0,3,5,1,0,32,0,19,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,11,0,6,0,0,0
"C0521","C05","3","3","center","480","pasture",0,0,0,0,1,0,0,4,19,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,10,0,0,0
"C0621","C06","3","3","center","480","sugar_cane",0,0,0,0,0,0,0,2,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,13,0,4,0,0,0
"C0721","C07","3","3","center","480","control",0,4,0,0,2,0,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,36,0,17,0,1,8,0,4,0,0,0
"C0821","C08","3","3","center","480","pasture",0,0,0,0,0,0,1,2,121,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,7,0,4,0,0,0
"C0921","C09","3","3","center","480","sugar_cane",0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,10,0,10,0,0,0
"C1021","C10","3","3","center","480","control",1,2,0,0,17,0,0,1,15,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,5,0,0,0
"C1121","C11","3","3","center","480","pasture",0,0,0,0,3,0,0,0,88,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,6,0,0,2,0,3,0,0,0
"C1221","C12","3","3","center","480","sugar_cane",0,0,0,2,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,22,0,1,18,0,16,0,0,0
"C1321","C13","3","3","center","480","control",0,1,0,0,7,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,7,0,0,0
"C1421","C14","3","3","center","480","pasture",0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,5,0,0,13,0,0,0,0,0
"C1521","C15","3","3","center","480","sugar_cane",0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0,0
"A0131","A01","3","4","margin","30","control",0,0,0,0,0,0,0,0,8,0,1,0,1,0,17,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,0,7,0,0,0
"A0231","A02","3","4","margin","30","pasture",0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"A0331","A03","3","4","margin","30","sugar_cane",0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,1,0,0,0,0,0
"A0431","A04","3","4","margin","30","control",0,0,0,0,0,0,0,0,35,0,0,0,0,0,3,1,0,0,0,0,0,14,0,0,1,9,0,0,0,0,0,0,3,0,0,0
"A0531","A05","3","4","margin","30","pasture",0,0,0,1,0,0,0,0,115,0,0,0,0,0,3,1,0,0,0,0,0,14,0,1,0,5,0,0,0,0,1,0,2,0,0,0
"A0631","A06","3","4","margin","30","sugar_cane",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,2,0,0,0,0,0
"A0731","A07","3","4","margin","30","control",0,4,0,0,2,0,0,0,40,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0
"A0831","A08","3","4","margin","30","pasture",0,0,0,0,2,0,0,1,86,0,2,0,0,0,8,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,4,0,0,0
"A0931","A09","3","4","margin","30","sugar_cane",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0
"A1031","A10","3","4","margin","30","control",0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,6,0,0,0,0,0
"A1131","A11","3","4","margin","30","pasture",0,0,0,0,0,0,0,0,25,0,10,0,0,0,3,0,0,0,0,0,0,14,0,0,0,34,0,0,0,0,0,0,0,0,0,0
"A1231","A12","3","4","margin","30","sugar_cane",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"A1331","A13","3","4","margin","30","control",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A1431","A14","3","4","margin","30","pasture",0,0,0,0,0,0,0,1,15,0,3,0,0,0,0,1,0,0,0,0,0,40,0,1,0,2,0,0,0,0,0,0,4,0,0,0
"A1531","A15","3","4","margin","30","sugar_cane",0,0,0,0,0,0,0,0,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"B0131","B01","3","4","margin","120","control",0,0,0,0,0,1,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0,3,0,1,0,0,0
"B0231","B02","3","4","margin","120","pasture",0,0,0,0,0,0,0,0,50,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"B0331","B03","3","4","margin","120","sugar_cane",0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"B0431","B04","3","4","margin","120","control",0,0,0,0,0,0,1,0,29,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,2,0,59,0,0,15,0,0,0,0,0
"B0531","B05","3","4","margin","120","pasture",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,49,0,1,0,0,0
"B0631","B06","3","4","margin","120","sugar_cane",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,12,0,0,0,0,0,0,0,0
"B0731","B07","3","4","margin","120","control",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"B0831","B08","3","4","margin","120","pasture",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,70,0,0,0,3,0,0,0,0,2,0,0,0,0,0
"B0931","B09","3","4","margin","120","sugar_cane",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,18,0,0,0,0,0,0,0,0,0,0
"B1031","B10","3","4","margin","120","control",0,1,0,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0
"B1131","B11","3","4","margin","120","pasture",0,0,0,0,0,0,0,0,17,0,2,0,0,0,6,0,0,0,0,0,0,3,0,7,0,6,0,0,0,0,0,0,3,0,0,0
"B1231","B12","3","4","margin","120","sugar_cane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"B1331","B13","3","4","margin","120","control",0,0,0,0,0,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,1,0,0,0
"B1431","B14","3","4","margin","120","pasture",0,0,0,0,0,0,0,0,16,0,12,0,0,0,3,0,0,0,0,0,0,71,0,0,0,3,0,0,0,0,1,0,1,0,0,0
"B1531","B15","3","4","margin","120","sugar_cane",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C0131","C01","3","4","margin","480","control",0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0
"C0231","C02","3","4","margin","480","pasture",0,0,0,0,0,0,1,0,94,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,1,0,0,0,0,1,0,0,0
"C0331","C03","3","4","margin","480","sugar_cane",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"C0431","C04","3","4","margin","480","control",0,0,0,0,0,2,0,0,17,0,23,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,1,0,0,0
"C0531","C05","3","4","margin","480","pasture",0,0,0,0,0,0,0,0,20,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,1,0,0,0,0
"C0631","C06","3","4","margin","480","sugar_cane",0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,1,0,1,0,0,0
"C0731","C07","3","4","margin","480","control",0,0,0,0,0,0,0,0,59,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,1,0,0,0,0,0
"C0831","C08","3","4","margin","480","pasture",0,0,0,0,0,1,0,0,26,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,2,0,0,0,0,0
"C0931","C09","3","4","margin","480","sugar_cane",0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,2,0,0,0
"C1031","C10","3","4","margin","480","control",0,0,0,0,1,0,0,0,36,0,6,0,0,0,4,0,0,0,0,0,0,18,0,0,0,9,0,0,0,0,0,0,1,0,0,0
"C1131","C11","3","4","margin","480","pasture",0,1,0,0,4,0,0,0,122,0,13,0,0,0,1,0,0,0,0,0,0,12,0,7,0,12,0,0,0,0,7,0,13,0,0,0
"C1231","C12","3","4","margin","480","sugar_cane",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,3,0,0,0,0,0,0,0,0
"C1331","C13","3","4","margin","480","control",0,1,0,0,1,0,1,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"C1431","C14","3","4","margin","480","pasture",0,0,0,0,0,0,0,0,18,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"C1531","C15","3","4","margin","480","sugar_cane",0,0,0,2,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
"A016","A01","4","1","center","30","control",0,1,0,2,1,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,24,0,0,0
"A026","A02","4","1","center","30","pasture",0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,2,0,6,0,0,0
"A036","A03","4","1","center","30","sugar_cane",0,0,0,0,0,0,0,2,11,0,15,0,0,0,1,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,5,0,0,0
"A046","A04","4","1","center","30","control",0,11,0,1,8,3,0,0,98,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0
"A056","A05","4","1","center","30","pasture",0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,5,0,10,0,0,0
"A066","A06","4","1","center","30","sugar_cane",0,1,0,3,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,3,0,0,0
"A076","A07","4","1","center","30","control",0,0,0,1,14,2,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0
"A086","A08","4","1","center","30","pasture",0,2,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0
"A096","A09","4","1","center","30","sugar_cane",0,0,0,0,0,0,0,0,24,0,0,0,0,0,7,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,7,0,0,0
"A106","A10","4","1","center","30","control",0,0,0,9,14,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,12,0,0,0
"A116","A11","4","1","center","30","pasture",0,3,0,1,0,0,0,1,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"A126","A12","4","1","center","30","sugar_cane",0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,17,0,0,0,0,1,0,4,0,0,0
"A136","A13","4","1","center","30","control",0,0,0,1,5,0,0,0,231,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0
"A146","A14","4","1","center","30","pasture",0,1,0,0,0,0,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0
"A156","A15","4","1","center","30","sugar_cane",0,0,0,1,1,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,5,0,0,0
"B016","B01","4","1","center","120","control",0,0,0,2,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,15,0,0,0
